image_id,building,condition,view,context,n_responses,n_workers,n_geometry,n_geometry_failed,n_quality,n_time,n_scope_known,n_scope_unknown,n_distinct_point_counts,n_structural_pairs,n_same_topology_pairs,reference_geometry_error,owner_valid_active_seconds,point_count_disagreement,within_topology_geometry_dispersion,scope_non_normal_rate,scope_entropy,geometry_failure_rate,stage_count,stages,reference_status,imputed_responses,scope_p_normal,scope_p_oos_open_boundary,scope_p_oos_geometry,scope_p_oos_split_level,scope_p_oos_insufficient,scope_p_unknown
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,q9vSo1VnCiC,manual,context_specific,C1|0|q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146|manual,5,5,5,0,5,5,5,0,5,10,0,0.318467096655,182,1,,0.2,0.721928094887,0,1,C1,public_dataset_reference_not_quality_assumed,0,0.8,0,0.2,0,0,0
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,manual,context_specific,P1|0|q9vSo1VnCiC_e74e843601574864a14517f990c748a0|manual,24,24,24,0,24,19,24,0,3,276,231,0.0583127082596,79,0.163043478261,0.0540764384556,0.0416666666667,0.249882292833,0,1,P1,adjudicated_reference,0,0.958333333333,0,0.0416666666667,0,0,0
q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,q9vSo1VnCiC,manual,context_specific,C1|0|q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0|manual,5,5,5,0,5,5,5,0,2,10,6,0.0743768100252,93,0.4,0.0396132353585,0.2,0.721928094887,0,1,C1,public_dataset_reference_not_quality_assumed,0,0.8,0,0.2,0,0,0
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,manual,context_specific,C1|0|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3|manual,23,23,23,0,23,20,23,0,2,253,211,0.0192470768092,118.5,0.166007905138,0.0212102660422,0.0434782608696,0.258018668665,0,1,C1,public_dataset_reference_not_quality_assumed,0,0.95652173913,0,0.0434782608696,0,0,0
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,rPc6DW4iMge,manual,context_specific,C1|0|rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff|manual,5,5,5,0,5,4,5,0,3,10,2,0.13408968225,226,0.8,0.0689065641553,0.2,0.721928094887,0,1,C1,public_dataset_reference_not_quality_assumed,0,0.8,0,0.2,0,0,0
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,context_specific,P1|0|rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5|manual,24,24,24,0,24,19,24,0,7,276,66,0.137759505474,166,0.760869565217,0.049401991035,0.0833333333333,0.413816850304,0,1,P1,adjudicated_reference,0,0.916666666667,0.0833333333333,0,0,0,0
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,context_specific,P1|0|rPc6DW4iMge_1f14902595544e389c9c910c444e79e7|manual,24,24,24,0,24,19,24,0,3,276,193,0.0492786803446,83,0.300724637681,0.0276600046382,0.208333333333,1.05535321924,0,1,P1,adjudicated_reference,0,0.791666666667,0.0833333333333,0.0833333333333,0,0.0416666666667,0
rPc6DW4iMge_4350d36797324601adba7351d09602d2,rPc6DW4iMge,manual,context_specific,C1|0|rPc6DW4iMge_4350d36797324601adba7351d09602d2|manual,5,5,5,0,5,4,5,0,1,10,10,0.0367360334154,96,0,0.0258667891908,0,-0,0,1,C1,public_dataset_reference_not_quality_assumed,0,1,0,0,0,0,0
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,context_specific,C1|0|rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd|manual,23,23,23,0,23,20,23,0,2,253,231,0.0349308497451,109,0.0869565217391,0.0548746518106,0,-0,0,1,C1,public_dataset_reference_not_quality_assumed,0,1,0,0,0,0,0
rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,rPc6DW4iMge,manual,context_specific,C1|0|rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2|manual,6,6,6,0,6,5,6,0,3,15,4,0.0692568185727,42,0.733333333333,0.00750496760897,0,-0,0,1,C1,public_dataset_reference_not_quality_assumed,0,1,0,0,0,0,0
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,rPc6DW4iMge,semi,context_specific,P1|0|rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a|semi,24,24,22,2,22,18,24,0,5,231,64,0.10221725835,117,0.722943722944,0.0504672142788,0.166666666667,0.816689088315,0.0833333333333,1,P1,adjudicated_reference,0,0.833333333333,0.0833333333333,0.0833333333333,0,0,0
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,manual,context_specific,P1|0|rPc6DW4iMge_cc15fb105d86466faafdd633f89148de|manual,24,24,24,0,24,19,24,0,2,276,232,0.0348444359823,105,0.159420289855,0.0388149909178,0.0833333333333,0.413816850304,0,1,P1,adjudicated_reference,0,0.916666666667,0.0833333333333,0,0,0,0
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,manual,context_specific,P1|0|rPc6DW4iMge_fbc169773c954580baea6d2798c0d486|manual,24,24,22,2,22,19,24,0,8,231,41,0.207819502937,180,0.822510822511,0.126127869842,0.458333333333,1.39183577785,0.0833333333333,1,P1,adjudicated_reference,0,0.541666666667,0.375,0.0416666666667,0.0416666666667,0,0
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,manual,context_specific,P1|0|uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283|manual,24,24,24,0,24,19,24,0,3,276,231,0.0835079373804,120,0.163043478261,0.0884254912035,0.333333333333,1.18872187554,0,1,P1,adjudicated_reference,0,0.666666666667,0.25,0.0833333333333,0,0,0
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,manual,context_specific,C1|0|uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e|manual,23,23,23,0,23,19,23,0,1,253,253,0.110307637054,79,0,0.0401137607692,0,-0,0,1,C1,public_dataset_reference_not_quality_assumed,0,1,0,0,0,0,0
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,manual,context_specific,P1|0|uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9|manual,24,24,24,0,24,19,24,0,5,276,74,0.179037401294,188,0.731884057971,0.145413113102,0.166666666667,0.900022421648,0,1,P1,adjudicated_reference,0,0.833333333333,0.0833333333333,0.0416666666667,0,0.0416666666667,0
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,manual,context_specific,C1|0|uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622|manual,23,23,23,0,23,19,23,0,6,253,61,0.136792488178,204,0.758893280632,0.132641151843,0.260869565217,1.20870300808,0,1,C1,public_dataset_reference_not_quality_assumed,0,0.739130434783,0.0869565217391,0.130434782609,0,0.0434782608696,0
uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,uNb9QFRL6hY,manual,context_specific,C1|0|uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab|manual,5,5,5,0,5,5,5,0,3,10,3,0.073419525066,102,0.7,0.0726186934161,0.2,0.721928094887,0,1,C1,public_dataset_reference_not_quality_assumed,0,0.8,0,0,0.2,0,0
uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,uNb9QFRL6hY,manual,context_specific,C1|0|uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd|manual,5,5,5,0,5,5,5,0,3,10,3,0.167430490031,106,0.7,0.117986875228,0.2,0.721928094887,0,1,C1,public_dataset_reference_not_quality_assumed,0,0.8,0,0.2,0,0,0
uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,uNb9QFRL6hY,manual,context_specific,C1|0|uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe|manual,5,5,5,0,5,5,5,0,2,10,4,0.231155015198,140,0.6,0.127532649391,0.6,1.92192809489,0,1,C1,public_dataset_reference_not_quality_assumed,0,0.4,0.2,0.2,0.2,0,0
uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,uNb9QFRL6hY,manual,context_specific,C1|0|uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d|manual,6,6,6,0,6,5,6,0,1,15,15,0.202912911758,53,0,0.121583853278,0.166666666667,0.650022421648,0,1,C1,public_dataset_reference_not_quality_assumed,0,0.833333333333,0.166666666667,0,0,0,0
uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,uNb9QFRL6hY,semi,context_specific,C1|0|uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d|semi,4,4,4,0,4,4,4,0,2,6,3,0.0869389509337,47.5,0.5,0.160983992041,0,-0,0,1,C1,public_dataset_reference_not_quality_assumed,0,1,0,0,0,0,0
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,uNb9QFRL6hY,manual,context_specific,C1|0|uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62|manual,5,5,5,0,5,5,5,0,2,10,6,0.0712140580942,124,0.4,0.0312724166825,0,-0,0,1,C1,public_dataset_reference_not_quality_assumed,0,1,0,0,0,0,0
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,uNb9QFRL6hY,semi,context_specific,C1|0|uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62|semi,4,4,4,0,4,3,4,0,2,6,3,0,213,0.5,0,0,-0,0,1,C1,public_dataset_reference_not_quality_assumed,0,1,0,0,0,0,0
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,uNb9QFRL6hY,manual,context_specific,C1|0|uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13|manual,5,5,5,0,5,5,5,0,1,10,10,0.0438008881232,211,0,0.0464576800103,0,-0,0,1,C1,public_dataset_reference_not_quality_assumed,0,1,0,0,0,0,0
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,uNb9QFRL6hY,semi,context_specific,C1|0|uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13|semi,5,5,5,0,5,4,5,0,2,10,6,0.0232242743142,128.5,0.4,0.0305659695118,0,-0,0,1,C1,public_dataset_reference_not_quality_assumed,0,1,0,0,0,0,0
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,manual,context_specific,C1|0|uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97|manual,23,23,23,0,23,19,23,0,4,253,95,0.11031038486,64,0.624505928854,0.0517752205726,0.0434782608696,0.258018668665,0,1,C1,adjudicated_reference,0,0.95652173913,0.0434782608696,0,0,0,0
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,manual,context_specific,P1|0|uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5|manual,24,24,23,1,23,19,24,0,4,253,95,0.0916954264954,178,0.624505928854,0.0895268154605,0.25,0.973783729871,0.0416666666667,1,P1,adjudicated_reference,1,0.75,0.208333333333,0.0416666666667,0,0,0
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,manual,context_specific,C1|0|uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8|manual,23,23,23,0,23,20,23,0,6,253,39,0.103470156288,103.5,0.845849802372,0.0503063482819,0.130434782609,0.678407090938,0,1,C1,public_dataset_reference_not_quality_assumed,0,0.869565217391,0.0434782608696,0.0869565217391,0,0,0
uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,uNb9QFRL6hY,manual,context_specific,C1|0|uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad|manual,6,6,6,0,6,5,6,0,2,15,10,0.27645196987,226,0.333333333333,0.0367669139924,0.333333333333,0.918295834054,0,1,C1,public_dataset_reference_not_quality_assumed,0,0.666666666667,0.333333333333,0,0,0,0
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,uNb9QFRL6hY,oos,context_specific,P1|0|uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2|oos,24,24,23,1,0,19,24,0,5,253,110,,313,0.565217391304,0.0669725454819,0.25,1.17606510372,0.0416666666667,1,P1,reference_not_geometry_ready,0,0.75,0.0833333333333,0,0.125,0.0416666666667,0
uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,uNb9QFRL6hY,manual,context_specific,C1|0|uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3|manual,6,6,6,0,6,5,6,0,1,15,15,0.118424711216,34,0,0.0201068604403,0,-0,0,1,C1,public_dataset_reference_not_quality_assumed,0,1,0,0,0,0,0
uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,uNb9QFRL6hY,semi,context_specific,C1|0|uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3|semi,4,4,4,0,4,4,4,0,1,6,6,0.116754520433,93,0,0.11324321723,0.5,1,0,1,C1,public_dataset_reference_not_quality_assumed,0,0.5,0.5,0,0,0,0
uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,uNb9QFRL6hY,semi,context_specific,P1|0|uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359|semi,24,24,24,0,24,19,24,0,3,276,231,0.0239298749575,112,0.163043478261,0.0225465088186,0.0833333333333,0.497150183637,0,1,P1,adjudicated_reference,0,0.916666666667,0.0416666666667,0.0416666666667,0,0,0
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,manual,context_specific,C1|0|uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d|manual,23,23,23,0,23,20,23,0,6,253,41,0.135680298662,184,0.837944664032,0.073254307643,0.217391304348,1.05340815049,0,1,C1,public_dataset_reference_not_quality_assumed,0,0.782608695652,0.0434782608696,0.130434782609,0.0434782608696,0,0
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,manual,context_specific,P1|0|uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a|manual,24,24,24,0,24,19,24,0,2,276,253,0.0482352666129,88,0.0833333333333,0.0511936888724,0.0833333333333,0.497150183637,0,1,P1,adjudicated_reference,0,0.916666666667,0.0416666666667,0,0.0416666666667,0,0
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,manual,context_specific,P1|0|uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7|manual,24,24,24,0,24,19,24,0,3,276,231,0.117597608945,57,0.163043478261,0.0662756023464,0,-0,0,1,P1,adjudicated_reference,0,1,0,0,0,0,0
uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,uNb9QFRL6hY,manual,context_specific,C1|0|uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449|manual,5,5,5,0,5,5,5,0,4,10,1,0.198587229764,181,0.9,0.0572893267935,0,-0,0,1,C1,public_dataset_reference_not_quality_assumed,0,1,0,0,0,0,0
uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,uNb9QFRL6hY,manual,context_specific,C1|0|uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b|manual,5,5,5,0,5,5,5,0,2,10,6,0.288411108553,207,0.4,0.0290902680518,0.6,1.92192809489,0,1,C1,public_dataset_reference_not_quality_assumed,0,0.4,0.2,0.2,0.2,0,0
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,uNb9QFRL6hY,manual,context_specific,C1|0|uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d|manual,5,5,5,0,5,4,5,0,2,10,6,0.12044827731,134.5,0.4,0.0358869478805,0,-0,0,1,C1,public_dataset_reference_not_quality_assumed,0,1,0,0,0,0,0
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,uNb9QFRL6hY,semi,context_specific,C1|0|uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d|semi,5,5,5,0,5,3,5,0,2,10,6,0.0565756862501,87,0.4,0.0747627967428,0,-0,0,1,C1,public_dataset_reference_not_quality_assumed,0,1,0,0,0,0,0
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,uNb9QFRL6hY,manual,context_specific,C1|0|uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e|manual,5,5,5,0,5,5,5,0,3,10,2,0.159062366993,152,0.8,0.185937236499,0.2,0.721928094887,0,1,C1,public_dataset_reference_not_quality_assumed,0,0.8,0,0,0.2,0,0
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,uNb9QFRL6hY,semi,context_specific,C1|0|uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e|semi,4,4,4,0,4,4,4,0,1,6,6,0.143650667233,189,0,0.183514681666,0.5,1,0,1,C1,public_dataset_reference_not_quality_assumed,0,0.5,0,0,0.5,0,0
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,manual,context_specific,P1|0|uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384|manual,24,24,24,0,24,19,24,0,2,276,253,0.0377236895361,158,0.0833333333333,0.0435481868864,0,-0,0,1,P1,adjudicated_reference,0,1,0,0,0,0,0
uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,uNb9QFRL6hY,manual,context_specific,C1|0|uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f|manual,5,5,5,0,5,4,5,0,1,10,10,0.0219419997744,71.5,0,0.0198905077281,0,-0,0,1,C1,public_dataset_reference_not_quality_assumed,0,1,0,0,0,0,0
uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,uNb9QFRL6hY,manual,context_specific,C1|0|uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14|manual,5,5,5,0,0,5,5,0,3,10,2,,89,0.8,0.146360638413,0.4,1.37095059445,0,1,C1,missing,0,0.6,0.2,0.2,0,0,0
uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,uNb9QFRL6hY,manual,context_specific,C1|0|uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14|manual,5,5,5,0,5,4,5,0,4,10,1,0.185224875825,136.5,0.9,0.212839083002,0.2,0.721928094887,0,1,C1,adjudicated_reference,0,0.8,0.2,0,0,0,0
wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,wc2JMjhGNzB,manual,context_specific,C1|0|wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee|manual,5,5,5,0,5,4,5,0,2,10,6,0.0724988294053,146,0.4,0.0501821771156,0,-0,0,1,C1,public_dataset_reference_not_quality_assumed,0,1,0,0,0,0,0
wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,wc2JMjhGNzB,manual,context_specific,C1|0|wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c|manual,5,5,5,0,5,5,5,0,3,10,3,0.200541976808,200,0.7,0.180448725339,0.2,0.721928094887,0,1,C1,adjudicated_reference,0,0.8,0,0,0,0.2,0
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,manual,context_specific,P1|0|wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31|manual,24,24,24,0,24,19,24,0,1,276,276,0.0310903720101,66,0,0.0357936424309,0.0416666666667,0.249882292833,0,1,P1,adjudicated_reference,0,0.958333333333,0.0416666666667,0,0,0,0
wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,wc2JMjhGNzB,semi,context_specific,P1|0|wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c|semi,24,24,24,0,24,18,24,0,1,276,276,0.0483386446447,56,0,0.0333776225288,0.0416666666667,0.249882292833,0,1,P1,adjudicated_reference,0,0.958333333333,0,0.0416666666667,0,0,0
wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,wc2JMjhGNzB,semi,context_specific,P1|0|wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3|semi,24,24,24,0,24,18,24,0,1,276,276,0.0278250988884,51,0,0.0316644495505,0.125,0.5435644432,0,1,P1,adjudicated_reference,0,0.875,0.125,0,0,0,0
wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,wc2JMjhGNzB,manual,context_specific,C1|0|wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd|manual,6,6,6,0,6,5,6,0,4,15,2,0.288310973512,258,0.866666666667,0.120113155797,0.333333333333,1.25162916739,0,1,C1,public_dataset_reference_not_quality_assumed,0,0.666666666667,0.166666666667,0.166666666667,0,0,0
wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,wc2JMjhGNzB,manual,context_specific,C1|0|wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d|manual,6,6,6,0,6,5,6,0,5,15,1,0.0593812267561,227,0.933333333333,0.0176256974993,0,-0,0,1,C1,public_dataset_reference_not_quality_assumed,0,1,0,0,0,0,0
wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,wc2JMjhGNzB,semi,context_specific,C1|0|wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d|semi,4,4,4,0,4,3,4,0,1,6,6,0.0241183371215,59,0,0.048236674243,0,-0,0,1,C1,public_dataset_reference_not_quality_assumed,0,1,0,0,0,0,0
wc2JMjhGNzB_77962388887942148ee65c2892600e02,wc2JMjhGNzB,semi,context_specific,P1|0|wc2JMjhGNzB_77962388887942148ee65c2892600e02|semi,24,24,24,0,24,18,24,0,1,276,276,0.00920764907456,73.5,0,0.0220440202873,0,-0,0,1,P1,adjudicated_reference,0,1,0,0,0,0,0
wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,wc2JMjhGNzB,manual,context_specific,C1|0|wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7|manual,7,7,7,0,7,5,7,0,2,21,11,0.0338144406894,86,0.47619047619,0.048613116923,0,-0,0,1,C1,public_dataset_reference_not_quality_assumed,0,1,0,0,0,0,0
wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,wc2JMjhGNzB,semi,context_specific,C1|0|wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7|semi,5,5,5,0,5,3,5,0,2,10,6,0.00753350063923,72,0.4,0.0212795173415,0,-0,0,1,C1,public_dataset_reference_not_quality_assumed,0,1,0,0,0,0,0
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,manual,context_specific,C1|0|wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6|manual,23,23,23,0,23,20,23,0,5,253,48,0.231777864933,160,0.810276679842,0.104060511475,0.260869565217,0.997626791896,0,1,C1,adjudicated_reference,0,0.739130434783,0.217391304348,0.0434782608696,0,0,0
wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,wc2JMjhGNzB,manual,context_specific,C1|0|wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc|manual,5,5,5,0,5,5,5,0,1,10,10,0.0836102345251,137,0,0.0694818849504,0,-0,0,1,C1,public_dataset_reference_not_quality_assumed,0,1,0,0,0,0,0
wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,wc2JMjhGNzB,semi,context_specific,C1|0|wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc|semi,4,4,4,0,4,4,4,0,2,6,3,0.0538593108652,99,0.5,0.0901545259312,0,-0,0,1,C1,public_dataset_reference_not_quality_assumed,0,1,0,0,0,0,0
wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,wc2JMjhGNzB,semi,context_specific,P1|0|wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b|semi,24,24,23,1,23,18,24,0,5,253,90,0.0533793017766,111.5,0.644268774704,0.035496312588,0.166666666667,0.785235442392,0.0416666666667,1,P1,adjudicated_reference,0,0.833333333333,0.0416666666667,0.125,0,0,0
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,manual,context_specific,P1|0|wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e|manual,24,24,24,0,24,19,24,0,2,276,253,0.0643380924002,109,0.0833333333333,0.0633503539289,0.0416666666667,0.249882292833,0,1,P1,adjudicated_reference,0,0.958333333333,0.0416666666667,0,0,0,0
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,manual,context_specific,C1|0|wc2JMjhGNzB_dda6efcba51c40de8552408953719515|manual,23,23,23,0,23,18,23,0,2,253,231,0.05204209352,102.5,0.0869565217391,0.0513473651451,0.130434782609,0.678407090938,0,1,C1,adjudicated_reference,0,0.869565217391,0.0869565217391,0.0434782608696,0,0,0
wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,wc2JMjhGNzB,manual,context_specific,C1|0|wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f|manual,5,5,5,0,5,4,5,0,3,10,3,0.0342992207461,88.5,0.7,0.0420061446832,0,-0,0,1,C1,public_dataset_reference_not_quality_assumed,0,1,0,0,0,0,0
wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,wc2JMjhGNzB,semi,context_specific,C1|0|wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f|semi,4,4,4,0,4,4,4,0,1,6,6,0,77.5,0,0.0372028502284,0,-0,0,1,C1,public_dataset_reference_not_quality_assumed,0,1,0,0,0,0,0
x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76,x8F5xyUWy9e,manual,context_specific,C1|0|x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76|manual,5,5,5,0,5,5,5,0,5,10,0,0.062175245834,240,1,,0.8,1.92192809489,0,1,C1,public_dataset_reference_not_quality_assumed,0,0.2,0.4,0.2,0.2,0,0
x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,x8F5xyUWy9e,manual,context_specific,C1|0|x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6|manual,5,5,5,0,5,4,5,0,1,10,10,0.0533923953117,155.5,0,0.0571450026793,0,-0,0,1,C1,public_dataset_reference_not_quality_assumed,0,1,0,0,0,0,0
x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,x8F5xyUWy9e,manual,context_specific,C1|0|x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d|manual,5,5,5,0,5,5,5,0,2,10,4,0.0689471242037,74,0.6,0.068378949442,0,-0,0,1,C1,public_dataset_reference_not_quality_assumed,0,1,0,0,0,0,0
x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e,manual,context_specific,P1|0|x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23|manual,24,24,24,0,24,19,24,0,4,276,210,0.0496813711129,102,0.239130434783,0.0528297254816,0.0416666666667,0.249882292833,0,1,P1,adjudicated_reference,0,0.958333333333,0.0416666666667,0,0,0,0
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,manual,context_specific,C1|0|yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089|manual,5,5,5,0,5,5,5,0,1,10,10,0.15613282307,116,0,0.0400614968018,0,-0,0,1,C1,public_dataset_reference_not_quality_assumed,0,1,0,0,0,0,0
