image_id,condition,building,target,model_gap,human_value,model_bucket,human_bucket,model_training_q25,model_training_q75,human_training_q25,human_training_q75,n_valid,candidate,supported_clusters,max_cross_compatible,scene_category
uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,manual,uNb9QFRL6hY,late_quarter_new,0.0598764570808,0.3725,low,middle,0.135634540599,0.24921658749,0.0275,0.385,5,,1,0,卫浴
uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,manual,uNb9QFRL6hY,late_quarter_new,0.2883233257,0.625,high,high,0.135634540599,0.24921658749,0.0275,0.385,5,,1,0,卧室
uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,manual,uNb9QFRL6hY,late_quarter_new,0.0841300578392,0.295,low,middle,0.135634540599,0.24921658749,0.0275,0.385,5,medium_candidate,2,0,通行与连接
uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,manual,uNb9QFRL6hY,late_quarter_new,0.26611189476,0,high,low,0.135634540599,0.24921658749,0.0275,0.385,6,simple_candidate,2,0,通行与连接
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,uNb9QFRL6hY,late_quarter_new,0.241318430878,0.21,middle,middle,0.135634540599,0.24921658749,0.0275,0.385,5,simple_candidate,1,0,起居与休闲
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,manual,uNb9QFRL6hY,late_quarter_new,0.19344080118,0.1925,middle,middle,0.135634540599,0.24921658749,0.0275,0.385,5,,1,0,卧室
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,uNb9QFRL6hY,late_quarter_new,0.178527688385,0.0641666666668,middle,middle,0.135634540599,0.24921658749,0.0275,0.385,23,medium_candidate,4,0.703703703704,起居与休闲
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,uNb9QFRL6hY,late_quarter_new,0.0776086082081,0.1325,low,middle,0.135634540599,0.24921658749,0.0275,0.385,23,,4,0.857142857143,卫浴
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,uNb9QFRL6hY,late_quarter_new,0.14026960872,0.13,middle,middle,0.135634540599,0.24921658749,0.0275,0.385,23,,5,0,卫浴
uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,manual,uNb9QFRL6hY,late_quarter_new,0.268305747436,0.3575,high,middle,0.135634540599,0.24921658749,0.0275,0.385,6,,1,0,厨房与用餐
uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,manual,uNb9QFRL6hY,late_quarter_new,0.10706156046,0,low,low,0.135634540599,0.24921658749,0.0275,0.385,6,simple_candidate,1,0,通行与连接
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,manual,uNb9QFRL6hY,late_quarter_new,0.157151355639,0.150833333333,middle,middle,0.135634540599,0.24921658749,0.0275,0.385,23,difficult_candidate,5,0,卫浴
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,manual,uNb9QFRL6hY,late_quarter_new,0.110668284353,0.0783333333335,low,middle,0.135634540599,0.24921658749,0.0275,0.385,24,medium_candidate,2,0.912280701754,通行与连接
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,manual,uNb9QFRL6hY,late_quarter_new,0.169870538874,0.17,middle,middle,0.135634540599,0.24921658749,0.0275,0.385,24,,3,0.933333333333,卧室
uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,manual,uNb9QFRL6hY,late_quarter_new,0.155561180889,0.69,middle,high,0.135634540599,0.24921658749,0.0275,0.385,5,,1,0,卫浴
uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,manual,uNb9QFRL6hY,late_quarter_new,0.190425755945,0.2125,middle,middle,0.135634540599,0.24921658749,0.0275,0.385,5,,1,0,卫浴
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,manual,uNb9QFRL6hY,late_quarter_new,0.160305353061,0.19,middle,middle,0.135634540599,0.24921658749,0.0275,0.385,5,simple_candidate,1,0,卧室
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,uNb9QFRL6hY,late_quarter_new,0.247603334105,1,middle,high,0.135634540599,0.24921658749,0.0275,0.385,5,,0,0,通行与连接
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,uNb9QFRL6hY,late_quarter_new,0.174482280846,0.0408333333334,middle,middle,0.135634540599,0.24921658749,0.0275,0.385,24,medium_candidate,2,0.683333333333,储藏与家务辅助
uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,manual,uNb9QFRL6hY,late_quarter_new,0.0878147259033,0,low,low,0.135634540599,0.24921658749,0.0275,0.385,5,simple_candidate,1,0,卫浴
uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,manual,uNb9QFRL6hY,late_quarter_new,0.255036416673,1,high,high,0.135634540599,0.24921658749,0.0275,0.385,5,,0,0,通行与连接
uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,manual,uNb9QFRL6hY,late_quarter_new,0.195195719928,1,middle,high,0.135634540599,0.24921658749,0.0275,0.385,5,,0,0,卫浴
wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,manual,wc2JMjhGNzB,late_quarter_new,0.160581417407,0.22,middle,middle,0.133444091651,0.246993270018,0.0364583333334,0.384166666667,5,,1,0,卧室
wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,manual,wc2JMjhGNzB,late_quarter_new,0.156494765652,0.635,middle,high,0.133444091651,0.246993270018,0.0364583333334,0.384166666667,5,,1,0,储藏与家务辅助
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,manual,wc2JMjhGNzB,late_quarter_new,0.175724761251,0,middle,low,0.133444091651,0.246993270018,0.0364583333334,0.384166666667,24,simple_candidate,1,0,复合／待定
wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,manual,wc2JMjhGNzB,late_quarter_new,0.343291805638,0.71,high,high,0.133444091651,0.246993270018,0.0364583333334,0.384166666667,6,,1,0,卫浴
wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,manual,wc2JMjhGNzB,late_quarter_new,0.261136924797,0.7275,high,high,0.133444091651,0.246993270018,0.0364583333334,0.384166666667,6,,1,0,卧室
wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,manual,wc2JMjhGNzB,late_quarter_new,0.164184661491,0.0375,middle,middle,0.133444091651,0.246993270018,0.0364583333334,0.384166666667,7,medium_candidate,2,0,无法判断
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,manual,wc2JMjhGNzB,late_quarter_new,0.208245304136,0.210833333333,middle,middle,0.133444091651,0.246993270018,0.0364583333334,0.384166666667,23,difficult_candidate,6,0,卫浴
wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,manual,wc2JMjhGNzB,late_quarter_new,0.241618192639,0,middle,low,0.133444091651,0.246993270018,0.0364583333334,0.384166666667,5,simple_candidate,1,0,卧室
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,manual,wc2JMjhGNzB,late_quarter_new,0.091708563273,0.0341666666667,low,low,0.133444091651,0.246993270018,0.0364583333334,0.384166666667,24,medium_candidate,2,0.80303030303,卫浴
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,wc2JMjhGNzB,late_quarter_new,0.0817951264175,0.0458333333334,low,middle,0.133444091651,0.246993270018,0.0364583333334,0.384166666667,23,medium_candidate,2,0.809523809524,储藏与家务辅助
wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,manual,wc2JMjhGNzB,late_quarter_new,0.270082582311,0.3675,high,middle,0.133444091651,0.246993270018,0.0364583333334,0.384166666667,5,,1,0,通行与连接
x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76,manual,x8F5xyUWy9e,late_quarter_new,0.163509429917,1,middle,high,0.134660436807,0.247603334105,0.0350000000001,0.385,5,,0,0,通行与连接
x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,manual,x8F5xyUWy9e,late_quarter_new,0.259096514457,0,high,low,0.134660436807,0.247603334105,0.0350000000001,0.385,5,,1,0,特殊用途
x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,manual,x8F5xyUWy9e,late_quarter_new,0.175592645943,0.065,middle,middle,0.134660436807,0.247603334105,0.0350000000001,0.385,5,medium_candidate,2,0,特殊用途
x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,manual,x8F5xyUWy9e,late_quarter_new,0.131906182395,0.153333333333,low,middle,0.134660436807,0.247603334105,0.0350000000001,0.385,24,,2,0.941176470588,通行与连接
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,manual,yqstnuAEVhm,late_quarter_new,0.153647684068,0,middle,low,0.132472412831,0.248240746398,0.0391666666667,0.383333333334,5,simple_candidate,1,0,卧室
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,yqstnuAEVhm,late_quarter_new,0.347459841469,0.194166666667,high,middle,0.132472412831,0.248240746398,0.0391666666667,0.383333333334,23,,3,0.266666666667,通行与连接
yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257,manual,yqstnuAEVhm,late_quarter_new,0.164820470923,0,middle,low,0.132472412831,0.248240746398,0.0391666666667,0.383333333334,6,,1,0,卧室
yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1,manual,yqstnuAEVhm,late_quarter_new,0.173361664236,0,middle,low,0.132472412831,0.248240746398,0.0391666666667,0.383333333334,6,simple_candidate,2,0,起居与休闲
yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f,manual,yqstnuAEVhm,late_quarter_new,0.185453756947,0.305,middle,middle,0.132472412831,0.248240746398,0.0391666666667,0.383333333334,5,medium_candidate,2,0,厨房与用餐
yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,manual,yqstnuAEVhm,late_quarter_new,0.0943926869761,0.6975,low,high,0.132472412831,0.248240746398,0.0391666666667,0.383333333334,6,,1,0,起居与休闲
yqstnuAEVhm_9cb726b170554b9bacd039d4db246040,manual,yqstnuAEVhm,late_quarter_new,0.205700589702,0.05,middle,middle,0.132472412831,0.248240746398,0.0391666666667,0.383333333334,5,medium_candidate,2,0,通行与连接
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,manual,yqstnuAEVhm,late_quarter_new,0.252532421729,0.1025,high,middle,0.132472412831,0.248240746398,0.0391666666667,0.383333333334,23,,6,0.714285714286,工作与学习
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,manual,yqstnuAEVhm,late_quarter_new,0.208231109544,0,middle,low,0.132472412831,0.248240746398,0.0391666666667,0.383333333334,24,,2,0.9375,厨房与用餐
yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,manual,yqstnuAEVhm,late_quarter_new,0.216904794206,0.42,middle,high,0.132472412831,0.248240746398,0.0391666666667,0.383333333334,5,,1,0,通行与连接
yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,manual,yqstnuAEVhm,late_quarter_new,0.163923484073,0.435,middle,high,0.132472412831,0.248240746398,0.0391666666667,0.383333333334,5,,1,0,起居与休闲
yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,manual,yqstnuAEVhm,late_quarter_new,0.170037701192,0.345,middle,middle,0.132472412831,0.248240746398,0.0391666666667,0.383333333334,23,difficult_candidate,6,0.5,起居与休闲
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,manual,yqstnuAEVhm,late_quarter_new,0.124929942867,0.510833333333,low,high,0.132472412831,0.248240746398,0.0391666666667,0.383333333334,24,difficult_candidate,3,0,卧室
yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,manual,yqstnuAEVhm,late_quarter_new,0.284587779962,0.0350000000001,high,low,0.132472412831,0.248240746398,0.0391666666667,0.383333333334,24,,1,0,通行与连接
zsNo4HB9uLZ_4c0aab63a4434cf4878e6f5b3ce9a70b,manual,zsNo4HB9uLZ,late_quarter_new,0.175640768119,0.265,middle,middle,0.135552937088,0.248559452545,0.034375,0.385,4,,1,0,卫浴
zsNo4HB9uLZ_65eefaf93e6249908e6389eb4eabf0f5,manual,zsNo4HB9uLZ,late_quarter_new,0.126917975058,0.275,low,middle,0.135552937088,0.248559452545,0.034375,0.385,4,,1,0,储藏与家务辅助
zsNo4HB9uLZ_aabf649f606a48a1b16d5bdcd5970602,manual,zsNo4HB9uLZ,late_quarter_new,0.227319071032,0.285,middle,middle,0.135552937088,0.248559452545,0.034375,0.385,4,,1,0,卧室
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,7y3sRwLe3Va,core_tail_10,0.252650671513,0.505,high,middle,0.134254988422,0.243114478006,0.11875,0.64125,5,simple_candidate,1,0,开放复合空间
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,7y3sRwLe3Va,core_tail_10,0.095286479387,1,low,high,0.134254988422,0.243114478006,0.11875,0.64125,24,simple_candidate,1,0,复合／待定
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,manual,7y3sRwLe3Va,core_tail_10,0.264041730104,0.075,high,low,0.134254988422,0.243114478006,0.11875,0.64125,5,,1,0,通行与连接
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,manual,7y3sRwLe3Va,core_tail_10,0.248878158691,0.21,high,middle,0.134254988422,0.243114478006,0.11875,0.64125,6,,1,0,开放复合空间
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,7y3sRwLe3Va,core_tail_10,0.124816355842,0.86,low,high,0.134254988422,0.243114478006,0.11875,0.64125,6,,1,0,开放复合空间
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,manual,7y3sRwLe3Va,core_tail_10,0.230940189794,0.18,middle,middle,0.134254988422,0.243114478006,0.11875,0.64125,5,,1,0,通行与连接
7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,manual,7y3sRwLe3Va,core_tail_10,0.212568956471,0.275,middle,middle,0.134254988422,0.243114478006,0.11875,0.64125,5,,1,0,通行与连接
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,manual,7y3sRwLe3Va,core_tail_10,0.202745191713,0.34,middle,middle,0.134254988422,0.243114478006,0.11875,0.64125,5,,1,0,卫浴
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,manual,7y3sRwLe3Va,core_tail_10,0.245163077758,0.245,high,middle,0.134254988422,0.243114478006,0.11875,0.64125,5,,1,0,复合／待定
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,B6ByNegPMKs,core_tail_10,0.286819850615,0.47,high,middle,0.132755528048,0.237975995717,0.125,0.645,24,medium_candidate,3,0.666666666667,通行与连接
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,B6ByNegPMKs,core_tail_10,0.492370825611,0.105,high,low,0.132755528048,0.237975995717,0.125,0.645,5,,1,0,工作与学习
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,B6ByNegPMKs,core_tail_10,0.103730712899,0.7,low,high,0.132755528048,0.237975995717,0.125,0.645,5,simple_candidate,1,0,起居与休闲
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,B6ByNegPMKs,core_tail_10,0.516370578376,0.245,high,middle,0.132755528048,0.237975995717,0.125,0.645,23,difficult_candidate,5,0.75,通行与连接
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,manual,B6ByNegPMKs,core_tail_10,0.447849630771,0,high,low,0.132755528048,0.237975995717,0.125,0.645,6,,2,0,通行与连接
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,B6ByNegPMKs,core_tail_10,0.633127824055,0.165,high,middle,0.132755528048,0.237975995717,0.125,0.645,24,difficult_candidate,5,0,通行与连接
B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,manual,B6ByNegPMKs,core_tail_10,0.233878982659,0.31,middle,middle,0.132755528048,0.237975995717,0.125,0.645,5,,1,0,通行与连接
B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,manual,B6ByNegPMKs,core_tail_10,0.578220388817,0.445,high,middle,0.132755528048,0.237975995717,0.125,0.645,6,,1,0,通行与连接
B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,B6ByNegPMKs,core_tail_10,0.15013861383,0,middle,low,0.132755528048,0.237975995717,0.125,0.645,5,medium_candidate,2,0,工作与学习
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,S9hNv5qa7GM,core_tail_10,0.154188775854,0.145,middle,middle,0.133849540036,0.248240746398,0.1225,0.6175,19,,3,0.75,卫浴
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,manual,S9hNv5qa7GM,core_tail_10,0.184562866279,0.945,middle,high,0.133849540036,0.248240746398,0.1225,0.6175,20,,1,0,卧室
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,UwV83HsGsw3,core_tail_10,0.283061965158,0,high,low,0.133038643266,0.247603334105,0.135,0.645,4,,0,0,复合／待定
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,UwV83HsGsw3,core_tail_10,0.303060902422,0.525,high,middle,0.133038643266,0.247603334105,0.135,0.645,5,,1,0,厨房与用餐
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,UwV83HsGsw3,core_tail_10,0.173261350553,0.485,middle,middle,0.133038643266,0.247603334105,0.135,0.645,24,,5,0,通行与连接
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,UwV83HsGsw3,core_tail_10,0.130296688303,0.55,low,middle,0.133038643266,0.247603334105,0.135,0.645,24,,3,0.690476190476,卫浴
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,manual,UwV83HsGsw3,core_tail_10,0.236861850663,0,middle,low,0.133038643266,0.247603334105,0.135,0.645,6,,2,0,卧室
UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,manual,UwV83HsGsw3,core_tail_10,0.208239485356,0.12,middle,low,0.133038643266,0.247603334105,0.135,0.645,5,,1,0,起居与休闲
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,UwV83HsGsw3,core_tail_10,0.138395468828,1,middle,high,0.133038643266,0.247603334105,0.135,0.645,23,,1,0,卫浴
UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,manual,UwV83HsGsw3,core_tail_10,0.172842994517,0,middle,low,0.133038643266,0.247603334105,0.135,0.645,5,medium_candidate,2,0,卧室
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,manual,VFuaQ6m2Qom,core_tail_10,0.232118106914,0,middle,low,0.135552937088,0.246993270018,0.1275,0.64375,7,medium_candidate,2,0,卫浴
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,manual,VFuaQ6m2Qom,core_tail_10,0.270814536112,0.43,high,middle,0.135552937088,0.246993270018,0.1275,0.64375,19,medium_candidate,4,0,卫浴
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,manual,VFuaQ6m2Qom,core_tail_10,0.120751678545,0.095,low,low,0.135552937088,0.246993270018,0.1275,0.64375,5,,1,0,卫浴
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,manual,X7HyMhZNoso,core_tail_10,0.216016633928,0,middle,low,0.138271695655,0.248559452545,0.125,0.62875,5,medium_candidate,2,0.5,厨房与用餐
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,manual,X7HyMhZNoso,core_tail_10,0.117554257263,0.705,low,high,0.138271695655,0.248559452545,0.125,0.62875,24,,2,0.944444444444,卫浴
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,manual,X7HyMhZNoso,core_tail_10,0.105757017304,0.175,low,middle,0.138271695655,0.248559452545,0.125,0.62875,5,,1,0,卫浴
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,manual,Z6MFQCViBuw,core_tail_10,0.184229521357,0.645,middle,high,0.135552937088,0.248559452545,0.12125,0.62875,5,,1,0,厨房与用餐
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,manual,Z6MFQCViBuw,core_tail_10,0.145991563025,0.335,middle,middle,0.135552937088,0.248559452545,0.12125,0.62875,5,,1,0,复合／待定
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,manual,Z6MFQCViBuw,core_tail_10,0.0980033923305,0.35,low,middle,0.135552937088,0.248559452545,0.12125,0.62875,5,,1,0,起居与休闲
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,b8cTxDM8gDG,core_tail_10,0.249403016733,0.335,high,middle,0.133444091651,0.246993270018,0.125,0.64375,24,difficult_candidate,5,0,通行与连接
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,manual,b8cTxDM8gDG,core_tail_10,0.160859876726,0.535,middle,middle,0.133444091651,0.246993270018,0.125,0.64375,5,,1,0,卧室
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,manual,b8cTxDM8gDG,core_tail_10,0.157176860727,0,middle,low,0.133444091651,0.246993270018,0.125,0.64375,6,medium_candidate,3,0.5,卧室
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,manual,e9zR4mvMWw7,core_tail_10,0.184817154234,0.915,middle,high,0.133038643266,0.241618192639,0.125,0.57,6,simple_candidate,1,0,卧室
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,e9zR4mvMWw7,core_tail_10,0.249030158247,0,high,low,0.133038643266,0.241618192639,0.125,0.57,6,medium_candidate,2,0,厨房与用餐
e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,manual,e9zR4mvMWw7,core_tail_10,0.265773230906,0.67,high,high,0.133038643266,0.241618192639,0.125,0.57,6,,1,0,起居与休闲
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,e9zR4mvMWw7,core_tail_10,0.413032267806,0.765,high,high,0.133038643266,0.241618192639,0.125,0.57,24,,4,0.55,通行与连接
jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,manual,jh4fc5c5qoQ,core_tail_10,0.195806198611,0.185,middle,middle,0.134254988422,0.247922040251,0.12375,0.64125,4,,1,0,卧室
jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,manual,jtcxE69GiFV,core_tail_10,0.360685124338,0,high,low,0.134660436807,0.245163077758,0.135,0.645,6,,2,0.888888888889,卧室
jtcxE69GiFV_67790605390f4d439c3c59395967ec84,manual,jtcxE69GiFV,core_tail_10,0.282032976266,0.185,high,middle,0.134660436807,0.245163077758,0.135,0.645,4,,1,0,储藏与家务辅助
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,jtcxE69GiFV,core_tail_10,0.176156993588,0,middle,low,0.134660436807,0.245163077758,0.135,0.645,4,medium_candidate,2,0,起居与休闲
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,jtcxE69GiFV,core_tail_10,0.128568972158,0.125,low,low,0.134660436807,0.245163077758,0.135,0.645,4,,1,0,起居与休闲
pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,manual,pRbA3pwrgk9,core_tail_10,0.0900444316788,1,low,high,0.138271695655,0.246993270018,0.12125,0.58875,6,simple_candidate,1,0,卫浴
pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,manual,pRbA3pwrgk9,core_tail_10,0.0686813354567,1,low,high,0.138271695655,0.246993270018,0.12125,0.58875,5,simple_candidate,1,0,通行与连接
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,manual,pRbA3pwrgk9,core_tail_10,0.269494757282,0.235,high,middle,0.138271695655,0.246993270018,0.12125,0.58875,19,difficult_candidate,4,0.25,复合／待定
pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,manual,pa4otMbVnkk,core_tail_10,0.357245594116,0,high,low,0.134254988422,0.245773141844,0.125,0.64125,6,,0,0,"复合／待定  , 厨房 客厅"
q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,manual,q9vSo1VnCiC,core_tail_10,0.162409133716,0.39,middle,middle,0.13733793765,0.249123372869,0.1125,0.57625,5,,1,0,卧室
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,manual,q9vSo1VnCiC,core_tail_10,0.107743926179,1,low,high,0.13733793765,0.249123372869,0.1125,0.57625,24,simple_candidate,1,0,通行与连接
q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,manual,q9vSo1VnCiC,core_tail_10,0.0880435466934,0.21,low,middle,0.13733793765,0.249123372869,0.1125,0.57625,5,,1,0,卫浴
q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,manual,q9vSo1VnCiC,core_tail_10,0.191152168209,0.32,middle,middle,0.13733793765,0.249123372869,0.1125,0.57625,5,simple_candidate,1,0,卧室
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,manual,q9vSo1VnCiC,core_tail_10,0.155702809014,0.91,middle,high,0.13733793765,0.249123372869,0.1125,0.57625,6,simple_candidate,1,0,卧室
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,manual,q9vSo1VnCiC,core_tail_10,0.16985031914,0.245,middle,middle,0.13733793765,0.249123372869,0.1125,0.57625,24,difficult_candidate,5,0.5,通行与连接
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,manual,q9vSo1VnCiC,core_tail_10,0.167576813036,0.485,middle,middle,0.13733793765,0.249123372869,0.1125,0.57625,5,simple_candidate,1,0,卧室
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,manual,q9vSo1VnCiC,core_tail_10,0.0929176820124,0.775,low,high,0.13733793765,0.249123372869,0.1125,0.57625,24,medium_candidate,2,0.568181818182,卫浴
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,manual,q9vSo1VnCiC,core_tail_10,0.178047557604,0.795,middle,high,0.13733793765,0.249123372869,0.1125,0.57625,6,simple_candidate,1,0,厨房与用餐
q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,manual,q9vSo1VnCiC,core_tail_10,0.143748244691,0.57,middle,middle,0.13733793765,0.249123372869,0.1125,0.57625,5,simple_candidate,1,0,卧室
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,manual,q9vSo1VnCiC,core_tail_10,0.286150966636,0,high,low,0.13733793765,0.249123372869,0.1125,0.57625,5,,0,0,起居与休闲
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,manual,q9vSo1VnCiC,core_tail_10,0.133038643266,0.695,low,high,0.13733793765,0.249123372869,0.1125,0.57625,24,medium_candidate,2,0.837606837607,卫浴
q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,manual,q9vSo1VnCiC,core_tail_10,0.170099958505,0.555,middle,middle,0.13733793765,0.249123372869,0.1125,0.57625,5,,1,0,卧室
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,rPc6DW4iMge,core_tail_10,0.0839179520319,0.715,low,high,0.145430733441,0.24891615858,0.12375,0.56625,23,medium_candidate,2,0,卫浴
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,manual,rPc6DW4iMge,core_tail_10,0.081674005461,0,low,low,0.145430733441,0.24891615858,0.12375,0.56625,5,medium_candidate,2,0,卫浴
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,rPc6DW4iMge,core_tail_10,0.118274843118,0.64,low,high,0.145430733441,0.24891615858,0.12375,0.56625,24,difficult_candidate,3,0,卫浴
