image_id,building_id,config,lookahead,min_support,epsilon,pointset_n,rate,k_max,possible_onset,guaranteed_onset,identified_onset,onset_status,onset_detail_status,both_onset_endpoints_finite,onset_interval_width,mean_unknown_width
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.925,3,2,0.1,25,0.8,22,5.0,5.0,5.0,identified,identified,True,0.0,0.04818181818181819
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.925,3,2,0.2,25,0.8,22,1.0,2.0,,unknown,finite_interval,True,1.0,0.04818181818181819
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.925,3,3,0.05,25,0.8,22,7.0,7.0,7.0,identified,identified,True,0.0,0.09522727272727272
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.925,3,3,0.1,25,0.8,22,5.0,5.0,5.0,identified,identified,True,0.0,0.09522727272727272
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.925,3,3,0.2,25,0.8,22,1.0,3.0,,unknown,finite_interval,True,2.0,0.09522727272727273
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.925,5,1,0.05,25,0.8,20,,,,not_reached,not_reached,False,,0.0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.925,5,1,0.1,25,0.8,20,,,,not_reached,not_reached,False,,0.0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.925,5,1,0.2,25,0.8,20,,,,not_reached,not_reached,False,,0.0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.925,5,2,0.05,25,0.8,20,8.0,8.0,8.0,identified,identified,True,0.0,0.053000000000000005
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.925,5,2,0.1,25,0.8,20,5.0,5.0,5.0,identified,identified,True,0.0,0.053000000000000005
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.925,5,2,0.2,25,0.8,20,1.0,2.0,,unknown,finite_interval,True,1.0,0.053000000000000005
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.925,5,3,0.05,25,0.8,20,8.0,8.0,8.0,identified,identified,True,0.0,0.10475000000000001
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.925,5,3,0.1,25,0.8,20,5.0,5.0,5.0,identified,identified,True,0.0,0.10475000000000001
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.925,5,3,0.2,25,0.8,20,1.0,3.0,,unknown,finite_interval,True,2.0,0.10475000000000001
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.900,3,1,0.05,25,0.8,22,7.0,7.0,7.0,identified,identified,True,0.0,0.0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.900,3,1,0.1,25,0.8,22,5.0,5.0,5.0,identified,identified,True,0.0,0.0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.900,3,1,0.2,25,0.8,22,3.0,3.0,3.0,identified,identified,True,0.0,0.0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.900,3,2,0.05,25,0.8,22,7.0,7.0,7.0,identified,identified,True,0.0,0.04818181818181819
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.900,3,2,0.1,25,0.8,22,5.0,5.0,5.0,identified,identified,True,0.0,0.04818181818181819
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.900,3,2,0.2,25,0.8,22,1.0,2.0,,unknown,finite_interval,True,1.0,0.04818181818181819
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.900,3,3,0.05,25,0.8,22,7.0,7.0,7.0,identified,identified,True,0.0,0.09522727272727272
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.900,3,3,0.1,25,0.8,22,5.0,5.0,5.0,identified,identified,True,0.0,0.09522727272727272
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.900,3,3,0.2,25,0.8,22,1.0,3.0,,unknown,finite_interval,True,2.0,0.09522727272727273
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.900,5,1,0.05,25,0.8,20,,,,not_reached,not_reached,False,,0.0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.900,5,1,0.1,25,0.8,20,,,,not_reached,not_reached,False,,0.0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.900,5,1,0.2,25,0.8,20,,,,not_reached,not_reached,False,,0.0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.900,5,2,0.05,25,0.8,20,8.0,8.0,8.0,identified,identified,True,0.0,0.053000000000000005
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.900,5,2,0.1,25,0.8,20,5.0,5.0,5.0,identified,identified,True,0.0,0.053000000000000005
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.900,5,2,0.2,25,0.8,20,1.0,2.0,,unknown,finite_interval,True,1.0,0.053000000000000005
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.900,5,3,0.05,25,0.8,20,8.0,8.0,8.0,identified,identified,True,0.0,0.10475000000000001
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.900,5,3,0.1,25,0.8,20,5.0,5.0,5.0,identified,identified,True,0.0,0.10475000000000001
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.900,5,3,0.2,25,0.8,20,1.0,3.0,,unknown,finite_interval,True,2.0,0.10475000000000001
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.850,3,1,0.05,25,0.8,22,7.0,7.0,7.0,identified,identified,True,0.0,0.0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.850,3,1,0.1,25,0.8,22,5.0,5.0,5.0,identified,identified,True,0.0,0.0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.850,3,1,0.2,25,0.8,22,3.0,3.0,3.0,identified,identified,True,0.0,0.0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.850,3,2,0.05,25,0.8,22,7.0,7.0,7.0,identified,identified,True,0.0,0.04818181818181819
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.850,3,2,0.1,25,0.8,22,5.0,5.0,5.0,identified,identified,True,0.0,0.04818181818181819
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.850,3,2,0.2,25,0.8,22,1.0,2.0,,unknown,finite_interval,True,1.0,0.04818181818181819
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.850,3,3,0.05,25,0.8,22,7.0,7.0,7.0,identified,identified,True,0.0,0.09522727272727272
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.850,3,3,0.1,25,0.8,22,5.0,5.0,5.0,identified,identified,True,0.0,0.09522727272727272
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.850,3,3,0.2,25,0.8,22,1.0,3.0,,unknown,finite_interval,True,2.0,0.09522727272727273
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.850,5,1,0.05,25,0.8,20,,,,not_reached,not_reached,False,,0.0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.850,5,1,0.1,25,0.8,20,,,,not_reached,not_reached,False,,0.0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.850,5,1,0.2,25,0.8,20,,,,not_reached,not_reached,False,,0.0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.850,5,2,0.05,25,0.8,20,8.0,8.0,8.0,identified,identified,True,0.0,0.053000000000000005
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.850,5,2,0.1,25,0.8,20,5.0,5.0,5.0,identified,identified,True,0.0,0.053000000000000005
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.850,5,2,0.2,25,0.8,20,1.0,2.0,,unknown,finite_interval,True,1.0,0.053000000000000005
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.850,5,3,0.05,25,0.8,20,8.0,8.0,8.0,identified,identified,True,0.0,0.10475000000000001
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.850,5,3,0.1,25,0.8,20,5.0,5.0,5.0,identified,identified,True,0.0,0.10475000000000001
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.850,5,3,0.2,25,0.8,20,1.0,3.0,,unknown,finite_interval,True,2.0,0.10475000000000001
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.800,3,1,0.05,25,0.8,22,7.0,7.0,7.0,identified,identified,True,0.0,0.0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.800,3,1,0.1,25,0.8,22,5.0,5.0,5.0,identified,identified,True,0.0,0.0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.800,3,1,0.2,25,0.8,22,3.0,3.0,3.0,identified,identified,True,0.0,0.0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.800,3,2,0.05,25,0.8,22,7.0,7.0,7.0,identified,identified,True,0.0,0.04818181818181819
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.800,3,2,0.1,25,0.8,22,5.0,5.0,5.0,identified,identified,True,0.0,0.04818181818181819
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.800,3,2,0.2,25,0.8,22,1.0,2.0,,unknown,finite_interval,True,1.0,0.04818181818181819
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.800,3,3,0.05,25,0.8,22,7.0,7.0,7.0,identified,identified,True,0.0,0.09522727272727272
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.800,3,3,0.1,25,0.8,22,5.0,5.0,5.0,identified,identified,True,0.0,0.09522727272727272
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.800,3,3,0.2,25,0.8,22,1.0,3.0,,unknown,finite_interval,True,2.0,0.09522727272727273
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.800,5,1,0.05,25,0.8,20,,,,not_reached,not_reached,False,,0.0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.800,5,1,0.1,25,0.8,20,,,,not_reached,not_reached,False,,0.0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.800,5,1,0.2,25,0.8,20,,,,not_reached,not_reached,False,,0.0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.800,5,2,0.05,25,0.8,20,8.0,8.0,8.0,identified,identified,True,0.0,0.053000000000000005
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.800,5,2,0.1,25,0.8,20,5.0,5.0,5.0,identified,identified,True,0.0,0.053000000000000005
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.800,5,2,0.2,25,0.8,20,1.0,2.0,,unknown,finite_interval,True,1.0,0.053000000000000005
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.800,5,3,0.05,25,0.8,20,8.0,8.0,8.0,identified,identified,True,0.0,0.10475000000000001
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.800,5,3,0.1,25,0.8,20,5.0,5.0,5.0,identified,identified,True,0.0,0.10475000000000001
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.800,5,3,0.2,25,0.8,20,1.0,3.0,,unknown,finite_interval,True,2.0,0.10475000000000001
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,ospa30_t6,3,1,0.05,25,0.8,22,7.0,7.0,7.0,identified,identified,True,0.0,0.0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,ospa30_t6,3,1,0.1,25,0.8,22,5.0,5.0,5.0,identified,identified,True,0.0,0.0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,ospa30_t6,3,1,0.2,25,0.8,22,3.0,3.0,3.0,identified,identified,True,0.0,0.0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,ospa30_t6,3,2,0.05,25,0.8,22,7.0,7.0,7.0,identified,identified,True,0.0,0.04818181818181819
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,ospa30_t6,3,2,0.1,25,0.8,22,5.0,5.0,5.0,identified,identified,True,0.0,0.04818181818181819
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,ospa30_t6,3,2,0.2,25,0.8,22,1.0,2.0,,unknown,finite_interval,True,1.0,0.04818181818181819
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,ospa30_t6,3,3,0.05,25,0.8,22,7.0,7.0,7.0,identified,identified,True,0.0,0.09522727272727272
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,ospa30_t6,3,3,0.1,25,0.8,22,5.0,5.0,5.0,identified,identified,True,0.0,0.09522727272727272
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,ospa30_t6,3,3,0.2,25,0.8,22,1.0,3.0,,unknown,finite_interval,True,2.0,0.09522727272727273
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,ospa30_t6,5,1,0.05,25,0.8,20,,,,not_reached,not_reached,False,,0.0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,ospa30_t6,5,1,0.1,25,0.8,20,,,,not_reached,not_reached,False,,0.0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,ospa30_t6,5,1,0.2,25,0.8,20,,,,not_reached,not_reached,False,,0.0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,ospa30_t6,5,2,0.05,25,0.8,20,8.0,8.0,8.0,identified,identified,True,0.0,0.053000000000000005
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,ospa30_t6,5,2,0.1,25,0.8,20,5.0,5.0,5.0,identified,identified,True,0.0,0.053000000000000005
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,ospa30_t6,5,2,0.2,25,0.8,20,1.0,2.0,,unknown,finite_interval,True,1.0,0.053000000000000005
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,ospa30_t6,5,3,0.05,25,0.8,20,8.0,8.0,8.0,identified,identified,True,0.0,0.10475000000000001
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,ospa30_t6,5,3,0.1,25,0.8,20,5.0,5.0,5.0,identified,identified,True,0.0,0.10475000000000001
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,ospa30_t6,5,3,0.2,25,0.8,20,1.0,3.0,,unknown,finite_interval,True,2.0,0.10475000000000001
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,q_0.975,3,1,0.05,25,0.8,22,,,,not_reached,not_reached,False,,0.0893181818181818
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,q_0.975,3,1,0.1,25,0.8,22,,,,not_reached,not_reached,False,,0.0893181818181818
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,q_0.975,3,1,0.2,25,0.8,22,,,,not_reached,not_reached,False,,0.08931818181818181
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,q_0.975,3,2,0.05,25,0.8,22,,,,not_reached,not_reached,False,,0.21840909090909086
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,q_0.975,3,2,0.1,25,0.8,22,,,,not_reached,not_reached,False,,0.21840909090909089
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,q_0.975,3,2,0.2,25,0.8,22,,,,not_reached,not_reached,False,,0.21840909090909086
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,q_0.975,3,3,0.05,25,0.8,22,,,,not_reached,not_reached,False,,0.3061363636363636
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,q_0.975,3,3,0.1,25,0.8,22,,,,not_reached,not_reached,False,,0.3061363636363636
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,q_0.975,3,3,0.2,25,0.8,22,,,,not_reached,not_reached,False,,0.3061363636363636
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,q_0.975,5,1,0.05,25,0.8,20,,,,not_reached,not_reached,False,,0.12075
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,q_0.975,5,1,0.1,25,0.8,20,,,,not_reached,not_reached,False,,0.12075
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,q_0.975,5,1,0.2,25,0.8,20,,,,not_reached,not_reached,False,,0.12075
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,q_0.975,5,2,0.05,25,0.8,20,,,,not_reached,not_reached,False,,0.25175
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,q_0.975,5,2,0.1,25,0.8,20,,,,not_reached,not_reached,False,,0.25175
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,q_0.975,5,2,0.2,25,0.8,20,,,,not_reached,not_reached,False,,0.25175000000000003
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,q_0.975,5,3,0.05,25,0.8,20,,,,not_reached,not_reached,False,,0.34075
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,q_0.975,5,3,0.1,25,0.8,20,,,,not_reached,not_reached,False,,0.34075
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,q_0.975,5,3,0.2,25,0.8,20,,,,not_reached,not_reached,False,,0.34075
