worker_id,benefit,edit,quality,scope_accept,scope_reject,time,variant,cohort,panel,model,label,status
32,0.8348297543122127,0.41296373331531594,-0.054416309297590934,-0.07264957264957272,0.07220187220187226,0.6978292042916665,primary,all26,native,T,2,usable
33,1.717361506397084,-0.08979150303974551,-1.070743071070214,-0.2948717948717946,0.0722018722018725,0.8782365391221443,primary,all26,native,T,2,usable
34,-1.3648010359691594,3.9585049140793958,1.2285701789396801,0.5940170940170937,-0.14208384208384212,0.1336684261841737,primary,all26,native,T,2,usable
35,-0.9357196310133039,2.2862728266637786,0.32240164457238746,-0.2948717948717944,0.10791615791615802,0.3601822756417097,primary,all26,native,T,2,usable
36,1.0376096898631284,-0.6480551761816202,-0.16729461427173822,-0.40598290598290626,-0.03494098494098494,1.7611295179731548,primary,all26,native,T,2,usable
37,-1.379069935243194,0.9070971629989284,1.8418910896908158,0.14957264957264962,0.14363044363044353,0.709094491062454,primary,all26,native,T,2,usable
6,-0.9199270998749343,-3.736245944696618,-0.7289610658955223,0.1495726495726499,-0.0349409849409848,-1.289744586541201,primary,all26,native,T,1,usable
8,1.853742214275262,-0.28276103898007104,-0.8717911713241457,0.2606837606837611,-0.17779812779812784,0.463438219871138,primary,all26,native,T,2,usable
1,-1.1836265121522804,2.9805032088723737,-0.5929427656771515,-0.2948717948717954,-0.17779812779812793,-0.6763970490411599,primary,all26,native,S,1,usable
10,0.5223350839359924,-0.4550063274234336,-0.4441748820295051,0.03846153846153854,-0.10636955636955635,-0.44283985028677275,primary,all26,native,S,2,usable
11,-2.7196550630293714,-4.862321187616563,-1.1929228214051715,-0.18376068376068402,0.0364875864875865,0.047814656315262064,primary,all26,native,S,1,usable
12,-0.12306927758228792,1.986108766209308,-0.005048843023611894,0.14957264957264996,-0.07065527065527072,-0.8170374500516391,primary,all26,native,S,2,usable
13,0.9622984767274733,-0.6948270971763837,-0.20008217209105655,0.1495726495726495,0.0007733007733007685,-1.061866646058022,primary,all26,native,S,2,usable
14,1.9167886378199641,-0.442949380148878,-0.009342148443778146,-0.18376068376068383,0.0007733007733007636,,primary,all26,native,S,1,usable
15,0.9510659831303908,-1.1609153051966765,-1.653779912656015,-0.07264957264957254,-0.07065527065527066,0.4138291425648868,primary,all26,native,S,2,usable
17,0.9531586119992449,0.12452462623262917,-1.6826817214096503,0.1495726495726497,-0.07065527065527073,-0.2916645870055373,primary,all26,native,S,2,usable
18,1.3033188996230136,0.2207429715437922,-2.3015400895667844,0.1495726495726494,-0.17779812779812781,0.04726861901066214,primary,all26,native,S,2,usable
19,-4.069608241570068,-0.5565537015210069,9.605684567469744,-0.2948717948717947,-0.10636955636955664,-1.5913316566275348,primary,all26,native,S,1,usable
2,1.4224835897516301,0.3241566950819451,-4.34137117639803,-0.40598290598290615,-0.17779812779812787,-0.45664566144851493,primary,all26,native,S,1,usable
21,-0.9814359821237105,-2.528535243197491,-1.67726602849231,-0.07264957264957289,-0.0349409849409851,-1.0642488664492666,primary,all26,native,S,2,usable
26,-3.16006418741125,-5.117050421584862,,0.37179487179487175,0.2663817663817664,,primary,all26,native,S,2,usable
27,0.7784477080104552,0.6680482807999037,-3.1109110053595455,-0.40598290598290615,-0.17779812779812784,1.0367408835699266,primary,all26,native,S,1,usable
28,2.928316067199067,-0.057791941884187625,-0.6505907689441254,0.14957264957264962,0.07220187220187216,0.5836981080514606,primary,all26,native,S,2,usable
29,0.10541718823643204,2.456660836957844,0.5417753343001337,0.26068376068376053,0.3579161579161578,0.611660568759322,primary,all26,native,S,2,usable
30,0.6039673923913506,1.9273858324715514,0.3566392360548811,-0.07264957264957247,0.6079161579161584,-0.372049580538086,primary,all26,native,S,2,usable
31,-1.0541638377031401,2.3798344134207703,-0.4081131694170524,0.48290598290598247,-0.17779812779812776,0.3192352816297733,primary,all26,native,S,2,usable
32,0.8348297543122127,0.41296373331531594,-0.054416309297590934,-0.07264957264957272,0.07220187220187226,0.6978292042916665,primary,all26,native,S,1,usable
33,1.717361506397084,-0.08979150303974551,-1.070743071070214,-0.2948717948717946,0.0722018722018725,0.8782365391221443,primary,all26,native,S,1,usable
34,-1.3648010359691594,3.9585049140793958,1.2285701789396801,0.5940170940170937,-0.14208384208384212,0.1336684261841737,primary,all26,native,S,2,usable
35,-0.9357196310133039,2.2862728266637786,0.32240164457238746,-0.2948717948717944,0.10791615791615802,0.3601822756417097,primary,all26,native,S,1,usable
36,1.0376096898631284,-0.6480551761816202,-0.16729461427173822,-0.40598290598290626,-0.03494098494098494,1.7611295179731548,primary,all26,native,S,1,usable
37,-1.379069935243194,0.9070971629989284,1.8418910896908158,0.14957264957264962,0.14363044363044353,0.709094491062454,primary,all26,native,S,2,usable
6,-0.9199270998749343,-3.736245944696618,-0.7289610658955223,0.1495726495726499,-0.0349409849409848,-1.289744586541201,primary,all26,native,S,2,usable
8,1.853742214275262,-0.28276103898007104,-0.8717911713241457,0.2606837606837611,-0.17779812779812784,0.463438219871138,primary,all26,native,S,2,usable
1,-1.1836265121522804,2.9805032088723737,-0.5929427656771515,-0.2948717948717954,-0.17779812779812793,-0.6763970490411599,primary,all26,native,B,2,usable
10,0.5223350839359924,-0.4550063274234336,-0.4441748820295051,0.03846153846153854,-0.10636955636955635,-0.44283985028677275,primary,all26,native,B,2,usable
11,-2.7196550630293714,-4.862321187616563,-1.1929228214051715,-0.18376068376068402,0.0364875864875865,0.047814656315262064,primary,all26,native,B,1,usable
12,-0.12306927758228792,1.986108766209308,-0.005048843023611894,0.14957264957264996,-0.07065527065527072,-0.8170374500516391,primary,all26,native,B,2,usable
13,0.9622984767274733,-0.6948270971763837,-0.20008217209105655,0.1495726495726495,0.0007733007733007685,-1.061866646058022,primary,all26,native,B,2,usable
14,1.9167886378199641,-0.442949380148878,-0.009342148443778146,-0.18376068376068383,0.0007733007733007636,,primary,all26,native,B,2,usable
15,0.9510659831303908,-1.1609153051966765,-1.653779912656015,-0.07264957264957254,-0.07065527065527066,0.4138291425648868,primary,all26,native,B,2,usable
17,0.9531586119992449,0.12452462623262917,-1.6826817214096503,0.1495726495726497,-0.07065527065527073,-0.2916645870055373,primary,all26,native,B,2,usable
18,1.3033188996230136,0.2207429715437922,-2.3015400895667844,0.1495726495726494,-0.17779812779812781,0.04726861901066214,primary,all26,native,B,2,usable
19,-4.069608241570068,-0.5565537015210069,9.605684567469744,-0.2948717948717947,-0.10636955636955664,-1.5913316566275348,primary,all26,native,B,1,usable
2,1.4224835897516301,0.3241566950819451,-4.34137117639803,-0.40598290598290615,-0.17779812779812787,-0.45664566144851493,primary,all26,native,B,2,usable
21,-0.9814359821237105,-2.528535243197491,-1.67726602849231,-0.07264957264957289,-0.0349409849409851,-1.0642488664492666,primary,all26,native,B,1,usable
26,-3.16006418741125,-5.117050421584862,,0.37179487179487175,0.2663817663817664,,primary,all26,native,B,1,usable
27,0.7784477080104552,0.6680482807999037,-3.1109110053595455,-0.40598290598290615,-0.17779812779812784,1.0367408835699266,primary,all26,native,B,2,usable
28,2.928316067199067,-0.057791941884187625,-0.6505907689441254,0.14957264957264962,0.07220187220187216,0.5836981080514606,primary,all26,native,B,2,usable
29,0.10541718823643204,2.456660836957844,0.5417753343001337,0.26068376068376053,0.3579161579161578,0.611660568759322,primary,all26,native,B,2,usable
30,0.6039673923913506,1.9273858324715514,0.3566392360548811,-0.07264957264957247,0.6079161579161584,-0.372049580538086,primary,all26,native,B,2,usable
31,-1.0541638377031401,2.3798344134207703,-0.4081131694170524,0.48290598290598247,-0.17779812779812776,0.3192352816297733,primary,all26,native,B,2,usable
32,0.8348297543122127,0.41296373331531594,-0.054416309297590934,-0.07264957264957272,0.07220187220187226,0.6978292042916665,primary,all26,native,B,2,usable
33,1.717361506397084,-0.08979150303974551,-1.070743071070214,-0.2948717948717946,0.0722018722018725,0.8782365391221443,primary,all26,native,B,2,usable
34,-1.3648010359691594,3.9585049140793958,1.2285701789396801,0.5940170940170937,-0.14208384208384212,0.1336684261841737,primary,all26,native,B,2,usable
35,-0.9357196310133039,2.2862728266637786,0.32240164457238746,-0.2948717948717944,0.10791615791615802,0.3601822756417097,primary,all26,native,B,2,usable
36,1.0376096898631284,-0.6480551761816202,-0.16729461427173822,-0.40598290598290626,-0.03494098494098494,1.7611295179731548,primary,all26,native,B,2,usable
37,-1.379069935243194,0.9070971629989284,1.8418910896908158,0.14957264957264962,0.14363044363044353,0.709094491062454,primary,all26,native,B,2,usable
6,-0.9199270998749343,-3.736245944696618,-0.7289610658955223,0.1495726495726499,-0.0349409849409848,-1.289744586541201,primary,all26,native,B,1,usable
8,1.853742214275262,-0.28276103898007104,-0.8717911713241457,0.2606837606837611,-0.17779812779812784,0.463438219871138,primary,all26,native,B,2,usable
1,-1.1836265121522804,2.9805032088723737,-0.5929427656771515,-0.2948717948717954,-0.17779812779812793,-0.6763970490411599,primary,all26,native,QT,0,singleton_rejected
10,0.5223350839359924,-0.4550063274234336,-0.4441748820295051,0.03846153846153854,-0.10636955636955635,-0.44283985028677275,primary,all26,native,QT,0,singleton_rejected
11,-2.7196550630293714,-4.862321187616563,-1.1929228214051715,-0.18376068376068402,0.0364875864875865,0.047814656315262064,primary,all26,native,QT,0,singleton_rejected
12,-0.12306927758228792,1.986108766209308,-0.005048843023611894,0.14957264957264996,-0.07065527065527072,-0.8170374500516391,primary,all26,native,QT,0,singleton_rejected
13,0.9622984767274733,-0.6948270971763837,-0.20008217209105655,0.1495726495726495,0.0007733007733007685,-1.061866646058022,primary,all26,native,QT,0,singleton_rejected
15,0.9510659831303908,-1.1609153051966765,-1.653779912656015,-0.07264957264957254,-0.07065527065527066,0.4138291425648868,primary,all26,native,QT,0,singleton_rejected
17,0.9531586119992449,0.12452462623262917,-1.6826817214096503,0.1495726495726497,-0.07065527065527073,-0.2916645870055373,primary,all26,native,QT,0,singleton_rejected
18,1.3033188996230136,0.2207429715437922,-2.3015400895667844,0.1495726495726494,-0.17779812779812781,0.04726861901066214,primary,all26,native,QT,0,singleton_rejected
19,-4.069608241570068,-0.5565537015210069,9.605684567469744,-0.2948717948717947,-0.10636955636955664,-1.5913316566275348,primary,all26,native,QT,0,singleton_rejected
2,1.4224835897516301,0.3241566950819451,-4.34137117639803,-0.40598290598290615,-0.17779812779812787,-0.45664566144851493,primary,all26,native,QT,0,singleton_rejected
21,-0.9814359821237105,-2.528535243197491,-1.67726602849231,-0.07264957264957289,-0.0349409849409851,-1.0642488664492666,primary,all26,native,QT,0,singleton_rejected
27,0.7784477080104552,0.6680482807999037,-3.1109110053595455,-0.40598290598290615,-0.17779812779812784,1.0367408835699266,primary,all26,native,QT,0,singleton_rejected
28,2.928316067199067,-0.057791941884187625,-0.6505907689441254,0.14957264957264962,0.07220187220187216,0.5836981080514606,primary,all26,native,QT,0,singleton_rejected
29,0.10541718823643204,2.456660836957844,0.5417753343001337,0.26068376068376053,0.3579161579161578,0.611660568759322,primary,all26,native,QT,0,singleton_rejected
30,0.6039673923913506,1.9273858324715514,0.3566392360548811,-0.07264957264957247,0.6079161579161584,-0.372049580538086,primary,all26,native,QT,0,singleton_rejected
31,-1.0541638377031401,2.3798344134207703,-0.4081131694170524,0.48290598290598247,-0.17779812779812776,0.3192352816297733,primary,all26,native,QT,0,singleton_rejected
32,0.8348297543122127,0.41296373331531594,-0.054416309297590934,-0.07264957264957272,0.07220187220187226,0.6978292042916665,primary,all26,native,QT,0,singleton_rejected
33,1.717361506397084,-0.08979150303974551,-1.070743071070214,-0.2948717948717946,0.0722018722018725,0.8782365391221443,primary,all26,native,QT,0,singleton_rejected
34,-1.3648010359691594,3.9585049140793958,1.2285701789396801,0.5940170940170937,-0.14208384208384212,0.1336684261841737,primary,all26,native,QT,0,singleton_rejected
35,-0.9357196310133039,2.2862728266637786,0.32240164457238746,-0.2948717948717944,0.10791615791615802,0.3601822756417097,primary,all26,native,QT,0,singleton_rejected
36,1.0376096898631284,-0.6480551761816202,-0.16729461427173822,-0.40598290598290626,-0.03494098494098494,1.7611295179731548,primary,all26,native,QT,0,singleton_rejected
37,-1.379069935243194,0.9070971629989284,1.8418910896908158,0.14957264957264962,0.14363044363044353,0.709094491062454,primary,all26,native,QT,0,singleton_rejected
6,-0.9199270998749343,-3.736245944696618,-0.7289610658955223,0.1495726495726499,-0.0349409849409848,-1.289744586541201,primary,all26,native,QT,0,singleton_rejected
8,1.853742214275262,-0.28276103898007104,-0.8717911713241457,0.2606837606837611,-0.17779812779812784,0.463438219871138,primary,all26,native,QT,0,singleton_rejected
1,-1.1836265121522804,2.9805032088723737,-0.5929427656771515,-0.2948717948717954,-0.17779812779812793,-0.6763970490411599,primary,all26,native,QS,0,singleton_rejected
10,0.5223350839359924,-0.4550063274234336,-0.4441748820295051,0.03846153846153854,-0.10636955636955635,-0.44283985028677275,primary,all26,native,QS,0,singleton_rejected
11,-2.7196550630293714,-4.862321187616563,-1.1929228214051715,-0.18376068376068402,0.0364875864875865,0.047814656315262064,primary,all26,native,QS,0,singleton_rejected
12,-0.12306927758228792,1.986108766209308,-0.005048843023611894,0.14957264957264996,-0.07065527065527072,-0.8170374500516391,primary,all26,native,QS,0,singleton_rejected
13,0.9622984767274733,-0.6948270971763837,-0.20008217209105655,0.1495726495726495,0.0007733007733007685,-1.061866646058022,primary,all26,native,QS,0,singleton_rejected
14,1.9167886378199641,-0.442949380148878,-0.009342148443778146,-0.18376068376068383,0.0007733007733007636,,primary,all26,native,QS,0,singleton_rejected
15,0.9510659831303908,-1.1609153051966765,-1.653779912656015,-0.07264957264957254,-0.07065527065527066,0.4138291425648868,primary,all26,native,QS,0,singleton_rejected
17,0.9531586119992449,0.12452462623262917,-1.6826817214096503,0.1495726495726497,-0.07065527065527073,-0.2916645870055373,primary,all26,native,QS,0,singleton_rejected
18,1.3033188996230136,0.2207429715437922,-2.3015400895667844,0.1495726495726494,-0.17779812779812781,0.04726861901066214,primary,all26,native,QS,0,singleton_rejected
19,-4.069608241570068,-0.5565537015210069,9.605684567469744,-0.2948717948717947,-0.10636955636955664,-1.5913316566275348,primary,all26,native,QS,0,singleton_rejected
2,1.4224835897516301,0.3241566950819451,-4.34137117639803,-0.40598290598290615,-0.17779812779812787,-0.45664566144851493,primary,all26,native,QS,0,singleton_rejected
21,-0.9814359821237105,-2.528535243197491,-1.67726602849231,-0.07264957264957289,-0.0349409849409851,-1.0642488664492666,primary,all26,native,QS,0,singleton_rejected
27,0.7784477080104552,0.6680482807999037,-3.1109110053595455,-0.40598290598290615,-0.17779812779812784,1.0367408835699266,primary,all26,native,QS,0,singleton_rejected
28,2.928316067199067,-0.057791941884187625,-0.6505907689441254,0.14957264957264962,0.07220187220187216,0.5836981080514606,primary,all26,native,QS,0,singleton_rejected
29,0.10541718823643204,2.456660836957844,0.5417753343001337,0.26068376068376053,0.3579161579161578,0.611660568759322,primary,all26,native,QS,0,singleton_rejected
30,0.6039673923913506,1.9273858324715514,0.3566392360548811,-0.07264957264957247,0.6079161579161584,-0.372049580538086,primary,all26,native,QS,0,singleton_rejected
31,-1.0541638377031401,2.3798344134207703,-0.4081131694170524,0.48290598290598247,-0.17779812779812776,0.3192352816297733,primary,all26,native,QS,0,singleton_rejected
32,0.8348297543122127,0.41296373331531594,-0.054416309297590934,-0.07264957264957272,0.07220187220187226,0.6978292042916665,primary,all26,native,QS,0,singleton_rejected
33,1.717361506397084,-0.08979150303974551,-1.070743071070214,-0.2948717948717946,0.0722018722018725,0.8782365391221443,primary,all26,native,QS,0,singleton_rejected
34,-1.3648010359691594,3.9585049140793958,1.2285701789396801,0.5940170940170937,-0.14208384208384212,0.1336684261841737,primary,all26,native,QS,0,singleton_rejected
35,-0.9357196310133039,2.2862728266637786,0.32240164457238746,-0.2948717948717944,0.10791615791615802,0.3601822756417097,primary,all26,native,QS,0,singleton_rejected
36,1.0376096898631284,-0.6480551761816202,-0.16729461427173822,-0.40598290598290626,-0.03494098494098494,1.7611295179731548,primary,all26,native,QS,0,singleton_rejected
37,-1.379069935243194,0.9070971629989284,1.8418910896908158,0.14957264957264962,0.14363044363044353,0.709094491062454,primary,all26,native,QS,0,singleton_rejected
6,-0.9199270998749343,-3.736245944696618,-0.7289610658955223,0.1495726495726499,-0.0349409849409848,-1.289744586541201,primary,all26,native,QS,0,singleton_rejected
8,1.853742214275262,-0.28276103898007104,-0.8717911713241457,0.2606837606837611,-0.17779812779812784,0.463438219871138,primary,all26,native,QS,0,singleton_rejected
1,-1.1836265121522804,2.9805032088723737,-0.5929427656771515,-0.2948717948717954,-0.17779812779812793,-0.6763970490411599,primary,all26,native,QB,0,singleton_rejected
10,0.5223350839359924,-0.4550063274234336,-0.4441748820295051,0.03846153846153854,-0.10636955636955635,-0.44283985028677275,primary,all26,native,QB,0,singleton_rejected
11,-2.7196550630293714,-4.862321187616563,-1.1929228214051715,-0.18376068376068402,0.0364875864875865,0.047814656315262064,primary,all26,native,QB,0,singleton_rejected
12,-0.12306927758228792,1.986108766209308,-0.005048843023611894,0.14957264957264996,-0.07065527065527072,-0.8170374500516391,primary,all26,native,QB,0,singleton_rejected
13,0.9622984767274733,-0.6948270971763837,-0.20008217209105655,0.1495726495726495,0.0007733007733007685,-1.061866646058022,primary,all26,native,QB,0,singleton_rejected
14,1.9167886378199641,-0.442949380148878,-0.009342148443778146,-0.18376068376068383,0.0007733007733007636,,primary,all26,native,QB,0,singleton_rejected
15,0.9510659831303908,-1.1609153051966765,-1.653779912656015,-0.07264957264957254,-0.07065527065527066,0.4138291425648868,primary,all26,native,QB,0,singleton_rejected
17,0.9531586119992449,0.12452462623262917,-1.6826817214096503,0.1495726495726497,-0.07065527065527073,-0.2916645870055373,primary,all26,native,QB,0,singleton_rejected
18,1.3033188996230136,0.2207429715437922,-2.3015400895667844,0.1495726495726494,-0.17779812779812781,0.04726861901066214,primary,all26,native,QB,0,singleton_rejected
19,-4.069608241570068,-0.5565537015210069,9.605684567469744,-0.2948717948717947,-0.10636955636955664,-1.5913316566275348,primary,all26,native,QB,0,singleton_rejected
2,1.4224835897516301,0.3241566950819451,-4.34137117639803,-0.40598290598290615,-0.17779812779812787,-0.45664566144851493,primary,all26,native,QB,0,singleton_rejected
21,-0.9814359821237105,-2.528535243197491,-1.67726602849231,-0.07264957264957289,-0.0349409849409851,-1.0642488664492666,primary,all26,native,QB,0,singleton_rejected
27,0.7784477080104552,0.6680482807999037,-3.1109110053595455,-0.40598290598290615,-0.17779812779812784,1.0367408835699266,primary,all26,native,QB,0,singleton_rejected
28,2.928316067199067,-0.057791941884187625,-0.6505907689441254,0.14957264957264962,0.07220187220187216,0.5836981080514606,primary,all26,native,QB,0,singleton_rejected
29,0.10541718823643204,2.456660836957844,0.5417753343001337,0.26068376068376053,0.3579161579161578,0.611660568759322,primary,all26,native,QB,0,singleton_rejected
30,0.6039673923913506,1.9273858324715514,0.3566392360548811,-0.07264957264957247,0.6079161579161584,-0.372049580538086,primary,all26,native,QB,0,singleton_rejected
31,-1.0541638377031401,2.3798344134207703,-0.4081131694170524,0.48290598290598247,-0.17779812779812776,0.3192352816297733,primary,all26,native,QB,0,singleton_rejected
32,0.8348297543122127,0.41296373331531594,-0.054416309297590934,-0.07264957264957272,0.07220187220187226,0.6978292042916665,primary,all26,native,QB,0,singleton_rejected
33,1.717361506397084,-0.08979150303974551,-1.070743071070214,-0.2948717948717946,0.0722018722018725,0.8782365391221443,primary,all26,native,QB,0,singleton_rejected
34,-1.3648010359691594,3.9585049140793958,1.2285701789396801,0.5940170940170937,-0.14208384208384212,0.1336684261841737,primary,all26,native,QB,0,singleton_rejected
35,-0.9357196310133039,2.2862728266637786,0.32240164457238746,-0.2948717948717944,0.10791615791615802,0.3601822756417097,primary,all26,native,QB,0,singleton_rejected
36,1.0376096898631284,-0.6480551761816202,-0.16729461427173822,-0.40598290598290626,-0.03494098494098494,1.7611295179731548,primary,all26,native,QB,0,singleton_rejected
37,-1.379069935243194,0.9070971629989284,1.8418910896908158,0.14957264957264962,0.14363044363044353,0.709094491062454,primary,all26,native,QB,0,singleton_rejected
6,-0.9199270998749343,-3.736245944696618,-0.7289610658955223,0.1495726495726499,-0.0349409849409848,-1.289744586541201,primary,all26,native,QB,0,singleton_rejected
8,1.853742214275262,-0.28276103898007104,-0.8717911713241457,0.2606837606837611,-0.17779812779812784,0.463438219871138,primary,all26,native,QB,0,singleton_rejected
1,-1.1836265121522804,2.9805032088723737,-0.5929427656771515,-0.2948717948717954,-0.17779812779812793,-0.6763970490411599,primary,all26,native,TS,1,usable
10,0.5223350839359924,-0.4550063274234336,-0.4441748820295051,0.03846153846153854,-0.10636955636955635,-0.44283985028677275,primary,all26,native,TS,1,usable
11,-2.7196550630293714,-4.862321187616563,-1.1929228214051715,-0.18376068376068402,0.0364875864875865,0.047814656315262064,primary,all26,native,TS,2,usable
12,-0.12306927758228792,1.986108766209308,-0.005048843023611894,0.14957264957264996,-0.07065527065527072,-0.8170374500516391,primary,all26,native,TS,1,usable
13,0.9622984767274733,-0.6948270971763837,-0.20008217209105655,0.1495726495726495,0.0007733007733007685,-1.061866646058022,primary,all26,native,TS,1,usable
15,0.9510659831303908,-1.1609153051966765,-1.653779912656015,-0.07264957264957254,-0.07065527065527066,0.4138291425648868,primary,all26,native,TS,2,usable
17,0.9531586119992449,0.12452462623262917,-1.6826817214096503,0.1495726495726497,-0.07065527065527073,-0.2916645870055373,primary,all26,native,TS,1,usable
